Unnamed: 0,shape_id,route_id,route_name,direction_id,stop_sequence,segment_name,start_stop_name,end_stop_name,segment_id,start_stop_id,end_stop_id,distance_m,geometry,agency_name
14877,1790,1700976,976,0,6,Kerpen Horrem Markt - Kerpen Akazienweg,Kerpen Horrem Markt,Kerpen Akazienweg,6947 - 6946,6947,6946,452.6790615856016,"LINESTRING (6.711741516221837 50.91078667067591, 6.71183 50.91031, 6.71182 50.90931, 6.71156 50.90847, 6.71193 50.90749, 6.712266267549933 50.906795770219496)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14878,1790,1700976,976,0,7,Kerpen Akazienweg - Kerpen Boisdorfer Str.,Kerpen Akazienweg,Kerpen Boisdorfer Str.,6946 - 8470,6946,8470,245.93324990288792,"LINESTRING (6.712266267549933 50.906795770219496, 6.71317 50.90493, 6.713320647139942 50.904688532096266)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14879,1790,1700976,976,0,8,Kerpen Boisdorfer Str. - Kerpen Cyriakusstr.,Kerpen Boisdorfer Str.,Kerpen Cyriakusstr.,8470 - 6945,8470,6945,433.31374792055504,"LINESTRING (6.713320647139942 50.904688532096266, 6.71526 50.90158, 6.715366073293769 50.90103034747775)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14880,1790,1700976,976,0,9,Kerpen Cyriakusstr. - Kerpen Im alten Hof,Kerpen Cyriakusstr.,Kerpen Im alten Hof,6945 - 9770,6945,9770,327.7356264694234,"LINESTRING (6.715366073293769 50.90103034747775, 6.71548 50.90044, 6.71567 50.89991, 6.71597 50.8994, 6.71679 50.89838, 6.71683295609756 50.89826340487805)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14881,1790,1700976,976,0,10,Kerpen Im alten Hof - Kerpen Marienfeld,Kerpen Im alten Hof,Kerpen Marienfeld,9770 - 6944,9770,6944,1725.8634300965248,"LINESTRING (6.71683295609756 50.89826340487805, 6.71693 50.898, 6.71723 50.89606, 6.71745 50.89548, 6.71949 50.89238, 6.71996 50.89139, 6.72009 50.89084, 6.72012 50.89014, 6.71991 50.88918, 6.71956 50.88854, 6.71854 50.88704, 6.71829 50.88634, 6.71824 50.88527, 6.71838 50.88471, 6.71867 50.88403, 6.717717687693941 50.88364928255303)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14882,1790,1700976,976,0,11,Kerpen Marienfeld - Kerpen Auf dem Vorst,Kerpen Marienfeld,Kerpen Auf dem Vorst,6944 - 9545,6944,9545,1509.3282690218014,"LINESTRING (6.717717687693941 50.88364928255303, 6.70949 50.88036, 6.70877 50.87998, 6.702182525838131 50.87458387754826)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14883,1790,1700976,976,0,12,Kerpen Auf dem Vorst - Kerpen Burgstr.,Kerpen Auf dem Vorst,Kerpen Burgstr.,9545 - 6869,9545,6869,284.41126608858787,"LINESTRING (6.702182525838131 50.87458387754826, 6.699712328073144 50.872560417676944)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14884,1790,1700976,976,0,13,Kerpen Burgstr. - Kerpen Kolping-Center,Kerpen Burgstr.,Kerpen Kolping-Center,6869 - 7648,6869,7648,391.097358477593,"LINESTRING (6.699712328073144 50.872560417676944, 6.69937 50.87228, 6.69959 50.87238, 6.69845 50.87141, 6.69754 50.87085, 6.69694 50.87062, 6.696198247968408 50.87036483730113)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14885,1790,1700976,976,0,14,Kerpen Kolping-Center - Kerpen Stadtarchiv,Kerpen Kolping-Center,Kerpen Stadtarchiv,7648 - 6850,7648,6850,281.3769855168599,"LINESTRING (6.696198247968408 50.87036483730113, 6.69569 50.87019, 6.6939 50.86972, 6.69381 50.86959, 6.69386 50.86907, 6.69364 50.86894, 6.693512910855323 50.86891648172412)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14886,1790,1700976,976,0,15,Kerpen Stadtarchiv - Kerpen Kolping-Museum,Kerpen Stadtarchiv,Kerpen Kolping-Museum,6850 - 6851,6850,6851,477.1801905115015,"LINESTRING (6.693512910855323 50.86891648172412, 6.68802 50.8679, 6.686964455313241 50.86787952607288)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14887,1790,1700976,976,0,16,Kerpen Kolping-Museum - Kerpen Langenich Einkaufszentrum,Kerpen Kolping-Museum,Kerpen Langenich Einkaufszentrum,6851 - 1895,6851,1895,646.5306181129275,"LINESTRING (6.686964455313241 50.86787952607288, 6.68338 50.86781, 6.677940550087599 50.86697137670455)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14888,1790,1700976,976,0,17,Kerpen Langenich Einkaufszentrum - Kerpen Stiftsstr.,Kerpen Langenich Einkaufszentrum,Kerpen Stiftsstr.,1895 - 6852,1895,6852,452.9117027647239,"LINESTRING (6.677940550087599 50.86697137670455, 6.671689434071725 50.866007615368765)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14889,1790,1700976,976,0,18,Kerpen Stiftsstr. - Kerpen Bürgerzentrum,Kerpen Stiftsstr.,Kerpen Bürgerzentrum,6852 - 9495,6852,9495,729.0564412547185,"LINESTRING (6.671689434071725 50.866007615368765, 6.66697 50.86528, 6.66674 50.86535, 6.66602 50.86732, 6.66564 50.86734, 6.66533 50.86752, 6.664670585257372 50.868189611877824)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14890,1790,1700976,976,0,19,Kerpen Bürgerzentrum - Kerpen Marienkapelle,Kerpen Bürgerzentrum,Kerpen Marienkapelle,9495 - 9494,9495,9494,503.0473894069694,"LINESTRING (6.664670585257372 50.868189611877824, 6.66339 50.86949, 6.66241 50.86979, 6.66097 50.8699, 6.658963453348482 50.86935091122036)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14891,1790,1700976,976,0,20,Kerpen Marienkapelle - Kerpen Bergerhausen,Kerpen Marienkapelle,Kerpen Bergerhausen,9494 - 6853,9494,6853,1164.26209662306,"LINESTRING (6.658963453348482 50.86935091122036, 6.65801 50.86909, 6.65806 50.86824, 6.65783 50.86718, 6.65698 50.86642, 6.65482 50.86487, 6.65279 50.8638, 6.65202 50.86373, 6.64965 50.86317, 6.648056388571126 50.86267038128175)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14892,1790,1700976,976,0,21,Kerpen Bergerhausen - Kerpen Blatzheim Friedhof,Kerpen Bergerhausen,Kerpen Blatzheim Friedhof,6853 - 6854,6853,6854,755.0078423916693,"LINESTRING (6.648056388571126 50.86267038128175, 6.6478 50.86259, 6.639126981026894 50.85891429195902)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14893,1790,1700976,976,0,22,Kerpen Blatzheim Friedhof - Kerpen Blatzheim Mitte,Kerpen Blatzheim Friedhof,Kerpen Blatzheim Mitte,6854 - 6855,6854,6855,674.2608912816272,"LINESTRING (6.639126981026894 50.85891429195902, 6.6352 50.85725, 6.63241 50.85577, 6.631588696385235 50.85520746327756)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14894,1790,1700976,976,0,23,Kerpen Blatzheim Mitte - Kerpen Blatzheim Kapelle,Kerpen Blatzheim Mitte,Kerpen Blatzheim Kapelle,6855 - 6856,6855,6856,564.8988474701647,"LINESTRING (6.631588696385235 50.85520746327756, 6.63095 50.85477, 6.62935 50.85313, 6.62781 50.85173, 6.626606053871469 50.85135569257805)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14895,1790,1700976,976,0,24,Kerpen Blatzheim Kapelle - Kerpen Zum Schlichshof,Kerpen Blatzheim Kapelle,Kerpen Zum Schlichshof,6856 - 5963,6856,5963,2755.010294564005,"LINESTRING (6.626606053871469 50.85135569257805, 6.61726 50.84845, 6.61688 50.8485, 6.61606 50.84914, 6.61508 50.85002, 6.61425 50.85096, 6.61381 50.85164, 6.61349 50.85232, 6.6133 50.85307, 6.61323 50.854, 6.60444 50.8553, 6.594889150209013 50.85613483771228)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14896,1790,1700976,976,0,25,Kerpen Zum Schlichshof - Kerpen Fließstr.,Kerpen Zum Schlichshof,Kerpen Fließstr.,5963 - 7644,5963,7644,245.89497859633224,"LINESTRING (6.594889150209013 50.85613483771228, 6.59197 50.85639, 6.591441278438178 50.85647479496746)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14897,1790,1700976,976,0,26,Kerpen Fließstr. - Kerpen Buir Kirche,Kerpen Fließstr.,Kerpen Buir Kirche,7644 - 6787,7644,6787,839.3667955477878,"LINESTRING (6.591441278438178 50.85647479496746, 6.59091 50.85656, 6.58659 50.85757, 6.58632 50.85759, 6.58602 50.85742, 6.58612 50.85789, 6.58511 50.85834, 6.58263 50.85924, 6.58176 50.8597, 6.5816553451957285 50.85973270462633)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14898,1790,1700976,976,0,27,Kerpen Buir Kirche - Kerpen Buir Bf,Kerpen Buir Kirche,Kerpen Buir Bf,6787 - 6786,6787,6786,655.2746491363414,"LINESTRING (6.5816553451957285 50.85973270462633, 6.58112 50.8599, 6.58058 50.85997, 6.58025 50.86013, 6.57912 50.8608, 6.57786 50.86191, 6.57727 50.86188, 6.57584 50.86126, 6.57489 50.86216)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14901,1792,1700976,976,1,1,Kerpen Buir Bf - Kerpen Buir Kirche,Kerpen Buir Bf,Kerpen Buir Kirche,6786 - 6787,6786,6787,655.2746491363414,"LINESTRING (6.57489 50.86216, 6.57489 50.86216, 6.57584 50.86126, 6.57727 50.86188, 6.57786 50.86191, 6.57912 50.8608, 6.58025 50.86013, 6.58058 50.85997, 6.58112 50.8599, 6.5816553451957285 50.85973270462633)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14902,1792,1700976,976,1,2,Kerpen Buir Kirche - Kerpen Fließstr.,Kerpen Buir Kirche,Kerpen Fließstr.,6787 - 7644,6787,7644,839.3667955477878,"LINESTRING (6.5816553451957285 50.85973270462633, 6.58176 50.8597, 6.58263 50.85924, 6.58511 50.85834, 6.58612 50.85789, 6.58602 50.85742, 6.58632 50.85759, 6.58659 50.85757, 6.59091 50.85656, 6.591441278438178 50.85647479496746)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14903,1792,1700976,976,1,3,Kerpen Fließstr. - Kerpen Zum Schlichshof,Kerpen Fließstr.,Kerpen Zum Schlichshof,7644 - 5963,7644,5963,245.89497859633224,"LINESTRING (6.591441278438178 50.85647479496746, 6.59197 50.85639, 6.594889150209013 50.85613483771228)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14904,1792,1700976,976,1,4,Kerpen Zum Schlichshof - Kerpen Blatzheim Kapelle,Kerpen Zum Schlichshof,Kerpen Blatzheim Kapelle,5963 - 6856,5963,6856,2755.0102945640056,"LINESTRING (6.594889150209013 50.85613483771228, 6.60444 50.8553, 6.61323 50.854, 6.6133 50.85307, 6.61349 50.85232, 6.61381 50.85164, 6.61425 50.85096, 6.61508 50.85002, 6.61606 50.84914, 6.61688 50.8485, 6.61726 50.84845, 6.626606053871469 50.85135569257805)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14905,1792,1700976,976,1,5,Kerpen Blatzheim Kapelle - Kerpen Blatzheim Mitte,Kerpen Blatzheim Kapelle,Kerpen Blatzheim Mitte,6856 - 6855,6856,6855,564.8988474701647,"LINESTRING (6.626606053871469 50.85135569257805, 6.62781 50.85173, 6.62935 50.85313, 6.63095 50.85477, 6.631588696385235 50.85520746327756)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14906,1792,1700976,976,1,6,Kerpen Blatzheim Mitte - Kerpen Blatzheim Friedhof,Kerpen Blatzheim Mitte,Kerpen Blatzheim Friedhof,6855 - 6854,6855,6854,674.2608912816272,"LINESTRING (6.631588696385235 50.85520746327756, 6.63241 50.85577, 6.6352 50.85725, 6.639126981026894 50.85891429195902)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14907,1792,1700976,976,1,7,Kerpen Blatzheim Friedhof - Kerpen Bergerhausen,Kerpen Blatzheim Friedhof,Kerpen Bergerhausen,6854 - 6853,6854,6853,755.0078423916693,"LINESTRING (6.639126981026894 50.85891429195902, 6.6478 50.86259, 6.648056388571126 50.86267038128175)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14908,1792,1700976,976,1,8,Kerpen Bergerhausen - Kerpen Marienkapelle,Kerpen Bergerhausen,Kerpen Marienkapelle,6853 - 9494,6853,9494,1164.2620966230595,"LINESTRING (6.648056388571126 50.86267038128175, 6.64965 50.86317, 6.65202 50.86373, 6.65279 50.8638, 6.65482 50.86487, 6.65698 50.86642, 6.65783 50.86718, 6.65806 50.86824, 6.65801 50.86909, 6.658963453348482 50.86935091122036)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14909,1792,1700976,976,1,9,Kerpen Marienkapelle - Kerpen Bürgerzentrum,Kerpen Marienkapelle,Kerpen Bürgerzentrum,9494 - 9495,9494,9495,503.0473894069694,"LINESTRING (6.658963453348482 50.86935091122036, 6.66097 50.8699, 6.66241 50.86979, 6.66339 50.86949, 6.664670585257372 50.868189611877824)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14910,1792,1700976,976,1,10,Kerpen Bürgerzentrum - Kerpen Stiftsstr.,Kerpen Bürgerzentrum,Kerpen Stiftsstr.,9495 - 6852,9495,6852,729.033261242955,"LINESTRING (6.664670585257372 50.868189611877824, 6.66533 50.86752, 6.66564 50.86734, 6.66602 50.86732, 6.66674 50.86535, 6.66697 50.86528, 6.671689676300577 50.86600610404624)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14911,1792,1700976,976,1,11,Kerpen Stiftsstr. - Kerpen Langenich Einkaufszentrum,Kerpen Stiftsstr.,Kerpen Langenich Einkaufszentrum,6852 - 1895,6852,1895,452.8799354902144,"LINESTRING (6.671689676300577 50.86600610404624, 6.6779410982658955 50.866967861271675)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14912,1792,1700976,976,1,12,Kerpen Langenich Einkaufszentrum - Kerpen Kolping-Museum,Kerpen Langenich Einkaufszentrum,Kerpen Kolping-Museum,1895 - 6851,1895,6851,646.8361518395127,"LINESTRING (6.6779410982658955 50.866967861271675, 6.68361 50.86784, 6.686964236246703 50.8678856358673)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14913,1792,1700976,976,1,13,Kerpen Kolping-Museum - Kerpen Stadtarchiv,Kerpen Kolping-Museum,Kerpen Stadtarchiv,6851 - 6850,6851,6850,477.4862199121855,"LINESTRING (6.686964236246703 50.8678856358673, 6.68802 50.8679, 6.693509815149206 50.868932926892185)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14914,1792,1700976,976,1,14,Kerpen Stadtarchiv - Kerpen Kolping-Center,Kerpen Stadtarchiv,Kerpen Kolping-Center,6850 - 7648,6850,7648,281.4793733371661,"LINESTRING (6.693509815149206 50.868932926892185, 6.69376 50.86898, 6.69386 50.86907, 6.69381 50.86959, 6.6939 50.86972, 6.69569 50.87019, 6.696198247968408 50.87036483730113)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14915,1792,1700976,976,1,15,Kerpen Kolping-Center - Kerpen Burgstr.,Kerpen Kolping-Center,Kerpen Burgstr.,7648 - 6869,7648,6869,351.010912529292,"LINESTRING (6.696198247968408 50.87036483730113, 6.69694 50.87062, 6.69754 50.87085, 6.69845 50.87141, 6.699754594813615 50.87250860615883)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14916,1792,1700976,976,1,16,Kerpen Burgstr. - Kerpen Auf dem Vorst,Kerpen Burgstr.,Kerpen Auf dem Vorst,6869 - 9545,6869,9545,286.20193766184025,"LINESTRING (6.699754594813615 50.87250860615883, 6.702197249594815 50.87456557860616)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14917,1792,1700976,976,1,17,Kerpen Auf dem Vorst - Kerpen Marienfeld,Kerpen Auf dem Vorst,Kerpen Marienfeld,9545 - 6944,9545,6944,1510.363843062442,"LINESTRING (6.702197249594815 50.87456557860616, 6.70586 50.87765, 6.70877 50.87998, 6.70949 50.88036, 6.717717687693941 50.88364928255303)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14918,1792,1700976,976,1,18,Kerpen Marienfeld - Kerpen Im alten Hof,Kerpen Marienfeld,Kerpen Im alten Hof,6944 - 9770,6944,9770,1725.863430096525,"LINESTRING (6.717717687693941 50.88364928255303, 6.71867 50.88403, 6.71838 50.88471, 6.71824 50.88527, 6.71829 50.88634, 6.71854 50.88704, 6.71956 50.88854, 6.71991 50.88918, 6.72012 50.89014, 6.72009 50.89084, 6.71996 50.89139, 6.71949 50.89238, 6.71745 50.89548, 6.71723 50.89606, 6.71693 50.898, 6.71683295609756 50.89826340487805)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14919,1792,1700976,976,1,19,Kerpen Im alten Hof - Kerpen Cyriakusstr.,Kerpen Im alten Hof,Kerpen Cyriakusstr.,9770 - 6945,9770,6945,327.7356264694234,"LINESTRING (6.71683295609756 50.89826340487805, 6.71679 50.89838, 6.71597 50.8994, 6.71567 50.89991, 6.71548 50.90044, 6.715366073293769 50.90103034747775)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14920,1792,1700976,976,1,20,Kerpen Cyriakusstr. - Kerpen Boisdorfer Str.,Kerpen Cyriakusstr.,Kerpen Boisdorfer Str.,6945 - 8470,6945,8470,435.9925121424853,"LINESTRING (6.715366073293769 50.90103034747775, 6.71526 50.90158, 6.71356 50.90445, 6.7134071291927535 50.9047351087448)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14921,1792,1700976,976,1,21,Kerpen Boisdorfer Str. - Kerpen Akazienweg,Kerpen Boisdorfer Str.,Kerpen Akazienweg,8470 - 6946,8470,6946,243.7552837642138,"LINESTRING (6.7134071291927535 50.9047351087448, 6.712294392024207 50.906810397697186)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14922,1792,1700976,976,1,22,Kerpen Akazienweg - Kerpen Horrem Markt,Kerpen Akazienweg,Kerpen Horrem Markt,6946 - 6947,6946,6947,451.7376227910577,"LINESTRING (6.712294392024207 50.906810397697186, 6.71193 50.90749, 6.71156 50.90847, 6.71182 50.90931, 6.71183 50.91031, 6.711741516221837 50.91078667067591)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14923,1792,1700976,976,1,23,Kerpen Horrem Markt - Kerpen Horrem Berufschule,Kerpen Horrem Markt,Kerpen Horrem Berufschule,6947 - 6771,6947,6771,602.3000513506515,"LINESTRING (6.711741516221837 50.91078667067591, 6.71152 50.91198, 6.71331 50.9121, 6.71511 50.91186, 6.714442919631732 50.913724955868275)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14924,1792,1700976,976,1,24,Kerpen Horrem Berufschule - Kerpen Horrem Bf,Kerpen Horrem Berufschule,Kerpen Horrem Bf,6771 - 5252,6771,5252,275.1840646833605,"LINESTRING (6.714442919631732 50.913724955868275, 6.71418 50.91446, 6.71364 50.91514, 6.71308 50.91556, 6.713651226328825 50.91575433473042)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14925,1793,1700976,976,0,1,Frechen Rathaus - Frechen An St. Severin,Frechen Rathaus,Frechen An St. Severin,710 - 7503,710,7503,573.0354247803136,"LINESTRING (6.80658 50.90861, 6.80658 50.90861, 6.80668 50.90787, 6.80557 50.90781, 6.80324 50.90789, 6.80257 50.90766, 6.80202 50.90759, 6.80145 50.90761, 6.8005 50.9078, 6.800227603269052 50.907437289914405)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14926,1793,1700976,976,0,2,Frechen An St. Severin - Frechen-Benzelrath,Frechen An St. Severin,Frechen-Benzelrath,7503 - 708,7503,708,426.2607483180252,"LINESTRING (6.800227603269052 50.907437289914405, 6.79863 50.90531, 6.79811 50.90482, 6.797061833827894 50.90423040652819)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14927,1793,1700976,976,0,3,Frechen-Benzelrath - Frechen Am Hang,Frechen-Benzelrath,Frechen Am Hang,708 - 5270,708,5270,549.5458212291628,"LINESTRING (6.797061833827894 50.90423040652819, 6.79651 50.90392, 6.79377 50.90258, 6.79281 50.90234, 6.79136 50.90234, 6.790275826578212 50.90214243950981)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14928,1793,1700976,976,0,4,Frechen Am Hang - Frechen Grefrath Wendeplatz,Frechen Am Hang,Frechen Grefrath Wendeplatz,5270 - 5273,5270,5273,1852.522179774172,"LINESTRING (6.790275826578212 50.90214243950981, 6.78911 50.90193, 6.78779 50.90196, 6.78649 50.90224, 6.77919 50.90496, 6.77771 50.90539, 6.77642 50.90562, 6.77428 50.90582, 6.76944 50.90563, 6.76944 50.90563, 6.76909 50.90526, 6.76909 50.90526, 6.76615 50.90432)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14929,1793,1700976,976,0,5,Frechen Grefrath Wendeplatz - Frechen Holzhausenstr.,Frechen Grefrath Wendeplatz,Frechen Holzhausenstr.,5273 - 6843,5273,6843,1127.7646636458765,"LINESTRING (6.76615 50.90432, 6.76615 50.90432, 6.76821 50.90584, 6.76737 50.90614, 6.76419 50.90766, 6.76243 50.90838, 6.757378424155445 50.910209846357)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14930,1793,1700976,976,0,6,Frechen Holzhausenstr. - Frechen Klosterstr.,Frechen Holzhausenstr.,Frechen Klosterstr.,6843 - 5272,6843,5272,582.4541082830731,"LINESTRING (6.757378424155445 50.910209846357, 6.75401 50.91143, 6.75265 50.91181, 6.75092 50.91217, 6.749837462189301 50.912260715459)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14931,1793,1700976,976,0,7,Frechen Klosterstr. - Kerpen Horrem Berufschule,Frechen Klosterstr.,Kerpen Horrem Berufschule,5272 - 6771,5272,6771,2714.9098713605754,"LINESTRING (6.749837462189301 50.912260715459, 6.74913 50.91232, 6.74819 50.91232, 6.74631 50.91213, 6.74377 50.91166, 6.74235 50.9116, 6.74102 50.91176, 6.73834 50.91237, 6.73681 50.91254, 6.73425 50.9126, 6.73196 50.91307, 6.73107 50.91314, 6.72946 50.91301, 6.72544 50.91204, 6.72327 50.91169, 6.71844 50.91185, 6.71511 50.91186, 6.71511 50.91186, 6.714442919631732 50.913724955868275)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14932,1793,1700976,976,0,11,Kerpen Horrem Berufschule - Kerpen Horrem Bf,Kerpen Horrem Berufschule,Kerpen Horrem Bf,6771 - 5252,6771,5252,275.1840646833605,"LINESTRING (6.714442919631732 50.913724955868275, 6.71418 50.91446, 6.71418 50.91446, 6.71364 50.91514, 6.71364 50.91514, 6.71308 50.91556, 6.71308 50.91556, 6.713651226328825 50.91575433473042)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14933,1793,1700976,976,0,10,Kerpen Horrem Bf - Kerpen Winterberg,Kerpen Horrem Bf,Kerpen Winterberg,5252 - 6772,5252,6772,735.4477567682718,"LINESTRING (6.713651226328825 50.91575433473042, 6.71405 50.91589, 6.71405 50.91589, 6.714 50.91594, 6.71444 50.916, 6.71444 50.916, 6.71629 50.91713, 6.71629 50.91713, 6.71689 50.91737, 6.71689 50.91737, 6.71706 50.91739, 6.71706 50.91739, 6.71795 50.91702, 6.71795 50.91702, 6.71884 50.91642, 6.71884 50.91642, 6.7188 50.9153, 6.7188 50.9153, 6.720665739470585 50.91523839539484)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14934,1793,1700976,976,0,9,Kerpen Winterberg - Kerpen Neubottenbroich Kirche,Kerpen Winterberg,Kerpen Neubottenbroich Kirche,6772 - 6773,6772,6773,477.3299766157127,"LINESTRING (6.720665739470585 50.91523839539484, 6.72092 50.91523, 6.72092 50.91523, 6.72175 50.91542, 6.72175 50.91542, 6.72574 50.9159, 6.72574 50.9159, 6.72635 50.91606, 6.72635 50.91606, 6.72681 50.91555)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14935,1793,1700976,976,0,8,Kerpen Neubottenbroich Kirche - Kerpen Horrem Markt,Kerpen Neubottenbroich Kirche,Kerpen Horrem Markt,6773 - 6947,6773,6947,1284.2179543995333,"LINESTRING (6.72681 50.91555, 6.72681 50.91555, 6.71331 50.9121, 6.71152 50.91198, 6.711741516221837 50.91078667067591)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14936,1793,1700976,976,0,12,Kerpen Horrem Markt - Kerpen Akazienweg,Kerpen Horrem Markt,Kerpen Akazienweg,6947 - 6946,6947,6946,452.5248761061547,"LINESTRING (6.711741516221837 50.91078667067591, 6.71183 50.91031, 6.71182 50.90931, 6.71156 50.90847, 6.71163 50.90816, 6.712277787418488 50.9068013289859)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14937,1793,1700976,976,0,13,Kerpen Akazienweg - Kerpen Boisdorfer Str.,Kerpen Akazienweg,Kerpen Boisdorfer Str.,6946 - 8470,6946,8470,246.2893170229478,"LINESTRING (6.712277787418488 50.9068013289859, 6.71317 50.90493, 6.713320647139942 50.904688532096266)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14938,1793,1700976,976,0,14,Kerpen Boisdorfer Str. - Kerpen Cyriakusstr.,Kerpen Boisdorfer Str.,Kerpen Cyriakusstr.,8470 - 6945,8470,6945,433.31374792055504,"LINESTRING (6.713320647139942 50.904688532096266, 6.71526 50.90158, 6.715366073293769 50.90103034747775)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14939,1793,1700976,976,0,15,Kerpen Cyriakusstr. - Kerpen Im alten Hof,Kerpen Cyriakusstr.,Kerpen Im alten Hof,6945 - 9770,6945,9770,327.7356264694234,"LINESTRING (6.715366073293769 50.90103034747775, 6.71548 50.90044, 6.71567 50.89991, 6.71597 50.8994, 6.71679 50.89838, 6.71683295609756 50.89826340487805)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14940,1793,1700976,976,0,16,Kerpen Im alten Hof - Kerpen Marienfeld,Kerpen Im alten Hof,Kerpen Marienfeld,9770 - 6944,9770,6944,1725.8775521169591,"LINESTRING (6.71683295609756 50.89826340487805, 6.71693 50.898, 6.71723 50.89606, 6.71745 50.89548, 6.71949 50.89238, 6.71986 50.89167, 6.72004 50.8911, 6.72012 50.89014, 6.71991 50.88918, 6.71956 50.88854, 6.71854 50.88704, 6.71829 50.88634, 6.71824 50.88527, 6.71838 50.88471, 6.71867 50.88403, 6.717717687693941 50.88364928255303)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14941,1793,1700976,976,0,17,Kerpen Marienfeld - Kerpen Auf dem Vorst,Kerpen Marienfeld,Kerpen Auf dem Vorst,6944 - 9545,6944,9545,1509.3282690218014,"LINESTRING (6.717717687693941 50.88364928255303, 6.70949 50.88036, 6.70877 50.87998, 6.702182525838131 50.87458387754826)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14942,1793,1700976,976,0,18,Kerpen Auf dem Vorst - Kerpen Burgstr.,Kerpen Auf dem Vorst,Kerpen Burgstr.,9545 - 6869,9545,6869,284.41126608858787,"LINESTRING (6.702182525838131 50.87458387754826, 6.699712328073144 50.872560417676944)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
14943,1793,1700976,976,0,19,Kerpen Burgstr. - Kerpen Kolping-Center,Kerpen Burgstr.,Kerpen Kolping-Center,6869 - 7648,6869,7648,391.097358477593,"LINESTRING (6.699712328073144 50.872560417676944, 6.69937 50.87228, 6.69959 50.87238, 6.69845 50.87141, 6.69754 50.87085, 6.69694 50.87062, 6.696198247968408 50.87036483730113)",REVG Rhein-Erft-Verkehrsgesellschaft mbH
